Datetime,Open,High,Low,Close,Volume
2024-06-10 10:17:00,23004.95,23008.92,23000.33,23004.17,2303
2024-06-10 10:18:00,23008.79,23009.23,23005.72,23009.69,3378
2024-06-10 10:19:00,23009.06,23013.84,23006.34,23010.28,9868
2024-06-10 10:20:00,23009.29,23013.67,23005.13,23008.13,7348
2024-06-10 10:21:00,23003.94,23008.45,23001.19,23003.6,3326
2024-06-10 10:22:00,23002.86,23003.47,23001.53,23002.12,7082
2024-06-10 10:23:00,23000.82,23003.7,22997.45,23002.25,4372
2024-06-10 10:24:00,23003.33,23007.9,23003.23,23004.59,2996
2024-06-10 10:25:00,23003.79,23007.55,22999.14,23003.64,1324
2024-06-10 10:26:00,23006.28,23007.47,23003.9,23007.07,1248
2024-06-10 10:27:00,23004.11,23008.29,22999.9,23005.25,7169
2024-06-10 10:28:00,23004.1,23009.01,23002.85,23004.06,7036
2024-06-10 10:29:00,22999.3,23002.58,22996.47,22997.69,9931
2024-06-10 10:30:00,22999.45,23002.95,22996.41,22998.96,2281
2024-06-10 10:31:00,22998.16,22999.21,22997.95,22997.7,2982
2024-06-10 10:32:00,22997.55,23000.28,22996.25,22995.79,7057
2024-06-10 10:33:00,22994.46,22998.62,22991.82,22995.15,9159
2024-06-10 10:34:00,22995.81,22999.01,22992.58,22997.38,6119
2024-06-10 10:35:00,23001.51,23006.51,23000.24,23003.49,6740
2024-06-10 10:36:00,23000.3,23002.4,22999.63,23000.17,8625
2024-06-10 10:37:00,22997.66,22999.52,22992.82,22997.44,2092
2024-06-10 10:38:00,22995.46,22998.81,22993.4,22995.61,2862
2024-06-10 10:39:00,22993.45,22993.53,22989.67,22993.33,3774
2024-06-10 10:40:00,22991.66,22995.07,22988.15,22991.01,7615
2024-06-10 10:41:00,22993.17,22997.69,22990.18,22994.27,3415
2024-06-10 10:42:00,22989.7,22992.35,22988.42,22989.21,7128
2024-06-10 10:43:00,22989.14,22992.58,22984.42,22989.59,5692
2024-06-10 10:44:00,22986.14,22990.51,22981.53,22988.13,5296
2024-06-10 10:45:00,22983.77,22984.28,22981.98,22984.51,4205
2024-06-10 10:46:00,22984.29,22988.54,22980.84,22986.03,6017
2024-06-10 10:47:00,22986.09,22989.31,22982.72,22986.52,3500
2024-06-10 10:48:00,22987.83,22991.1,22985.73,22989.09,8803
2024-06-10 10:49:00,22990.79,22992.33,22988.06,22990.34,5578
2024-06-10 10:50:00,22994.12,22996.5,22991.56,22992.64,6554
2024-06-10 10:51:00,22997.08,23001.11,22992.64,22996.78,9746
2024-06-10 10:52:00,22999.52,23001.79,22998.57,23001.34,7105
2024-06-10 10:53:00,23002.85,23003.65,22997.94,23004.36,1828
2024-06-10 10:54:00,23005.46,23008.07,23002.66,23004.36,8607
2024-06-10 10:55:00,23004.37,23009.23,22999.6,23005.92,7146
2024-06-10 10:56:00,23009.52,23013.83,23007.28,23011.39,9371
2024-06-10 10:57:00,23006.49,23011.28,23003.63,23005.96,7972
2024-06-10 10:58:00,23001.32,23005.41,22999.21,23002.5,9410
2024-06-10 10:59:00,22998.97,23000.77,22994.74,22998.77,1030
2024-06-10 11:00:00,23002.48,23003.59,22999.04,23003.86,9648
2024-06-10 11:01:00,23000.42,23000.79,22999.06,22999.42,4223
2024-06-10 11:02:00,23001.66,23003.4,22996.68,23001.62,2870
2024-06-10 11:03:00,23004.38,23006.21,22999.55,23003.16,4980
2024-06-10 11:04:00,23006.97,23007.21,23003.01,23005.63,1867
2024-06-10 11:05:00,23003.68,23004.2,23001.95,23002.18,8852
2024-06-10 11:06:00,23001.0,23005.78,22997.52,23002.6,8341
2024-06-10 11:07:00,23006.11,23008.54,23005.6,23004.71,1520
2024-06-10 11:08:00,23003.72,23007.67,22999.43,23005.3,8949
2024-06-10 11:09:00,23006.78,23009.15,23005.97,23006.44,1419
2024-06-10 11:10:00,23005.9,23007.86,23003.95,23006.94,5420
2024-06-10 11:11:00,23004.42,23009.25,23002.74,23004.32,2660
2024-06-10 11:12:00,23001.64,23001.73,22998.81,23001.62,5744
2024-06-10 11:13:00,23000.3,23002.22,22996.62,23001.61,7995
2024-06-10 11:14:00,23005.73,23008.11,23002.21,23003.74,2032
2024-06-10 11:15:00,23000.54,23000.59,22996.07,23002.53,1486
2024-06-10 11:16:00,23006.31,23008.0,23005.39,23007.49,5529
2024-06-10 11:17:00,23009.5,23009.69,23009.0,23011.22,4244
2024-06-10 11:18:00,23009.98,23014.09,23008.35,23011.72,4499
2024-06-10 11:19:00,23009.78,23010.68,23007.04,23008.86,9562
2024-06-10 11:20:00,23010.65,23014.73,23006.72,23012.37,8935
2024-06-10 11:21:00,23014.36,23018.11,23013.95,23013.26,5719
2024-06-10 11:22:00,23017.5,23019.05,23013.36,23016.97,2994
2024-06-10 11:23:00,23015.09,23018.62,23011.6,23015.52,1545
2024-06-10 11:24:00,23017.48,23018.91,23016.15,23016.0,2771
2024-06-10 11:25:00,23013.77,23017.3,23013.33,23011.9,6829
2024-06-10 11:26:00,23012.13,23013.61,23008.79,23011.73,3099
2024-06-10 11:27:00,23015.97,23020.78,23013.5,23016.09,3336
2024-06-10 11:28:00,23017.3,23019.63,23014.4,23015.54,4703
2024-06-10 11:29:00,23015.69,23019.63,23011.11,23015.13,9063
2024-06-10 11:30:00,23012.46,23016.61,23008.06,23013.91,8288
2024-06-10 11:31:00,23018.0,23021.13,23013.18,23019.53,3902
2024-06-10 11:32:00,23020.53,23021.35,23016.46,23019.36,3567
2024-06-10 11:33:00,23016.21,23017.34,23012.37,23017.97,5515
2024-06-10 11:34:00,23017.08,23017.67,23014.73,23015.26,6864
2024-06-10 11:35:00,23012.11,23012.55,23007.23,23010.3,7565
2024-06-10 11:36:00,23010.28,23014.47,23005.92,23010.03,2578
2024-06-10 11:37:00,23013.62,23018.19,23011.38,23013.7,2398
2024-06-10 11:38:00,23014.47,23017.2,23011.38,23015.25,7391
2024-06-10 11:39:00,23019.24,23022.42,23015.65,23018.77,6504
2024-06-10 11:40:00,23022.66,23023.74,23017.72,23024.63,9988
2024-06-10 11:41:00,23020.16,23025.02,23020.12,23022.07,2868
2024-06-10 11:42:00,23026.69,23027.8,23025.26,23025.56,9888
2024-06-10 11:43:00,23022.81,23026.76,23021.26,23021.89,3990
2024-06-10 11:44:00,23022.28,23024.15,23020.72,23020.98,5501
2024-06-10 11:45:00,23020.83,23025.56,23018.02,23020.5,4454
2024-06-10 11:46:00,23022.65,23026.63,23020.1,23021.03,1086
2024-06-10 11:47:00,23016.27,23019.52,23011.74,23016.46,5012
2024-06-10 11:48:00,23021.01,23022.07,23019.0,23022.86,6471
2024-06-10 11:49:00,23019.94,23021.52,23017.89,23019.35,6796
2024-06-10 11:50:00,23017.81,23019.43,23016.69,23017.1,7246
2024-06-10 11:51:00,23020.45,23024.71,23018.29,23022.27,7221
2024-06-10 11:52:00,23022.61,23023.06,23020.59,23021.2,5789
2024-06-10 11:53:00,23018.18,23021.34,23016.95,23016.91,4352
2024-06-10 11:54:00,23012.15,23012.92,23011.1,23013.36,8123
2024-06-10 11:55:00,23011.6,23014.46,23010.16,23010.23,9713
2024-06-10 11:56:00,23014.66,23015.91,23010.32,23015.33,7668
2024-06-10 11:57:00,23013.97,23015.46,23009.83,23013.02,1861
2024-06-10 11:58:00,23015.17,23015.33,23013.17,23015.77,4436
2024-06-10 11:59:00,23019.45,23023.87,23014.58,23018.54,2495
2024-06-10 12:00:00,23022.48,23025.23,23017.92,23021.0,8789
2024-06-10 12:01:00,23025.51,23026.79,23023.83,23027.26,2814
2024-06-10 12:02:00,23031.11,23034.27,23030.09,23029.95,1284
2024-06-10 12:03:00,23030.87,23032.18,23030.14,23032.85,2699
2024-06-10 12:04:00,23031.53,23032.47,23030.77,23030.49,9636
2024-06-10 12:05:00,23030.53,23032.03,23026.22,23032.31,2094
2024-06-10 12:06:00,23032.52,23035.63,23032.14,23033.34,2107
2024-06-10 12:07:00,23032.25,23033.32,23031.18,23033.62,2649
2024-06-10 12:08:00,23030.68,23031.28,23026.31,23029.98,9524
2024-06-10 12:09:00,23025.12,23025.74,23022.18,23025.28,8143
2024-06-10 12:10:00,23025.0,23027.95,23020.14,23023.28,4207
2024-06-10 12:11:00,23020.94,23021.04,23019.2,23021.39,1562
2024-06-10 12:12:00,23017.33,23017.87,23016.41,23015.75,4616
2024-06-10 12:13:00,23011.52,23016.01,23009.66,23013.33,7232
2024-06-10 12:14:00,23008.45,23010.74,23003.5,23007.7,6908
2024-06-10 12:15:00,23004.61,23006.19,22999.99,23004.7,2520
2024-06-10 12:16:00,23005.94,23007.56,23002.98,23007.2,8116
2024-06-10 12:17:00,23011.05,23013.35,23008.39,23009.96,9641
2024-06-10 12:18:00,23008.34,23008.5,23004.68,23008.28,9644
2024-06-10 12:19:00,23012.19,23014.37,23008.49,23011.81,2619
2024-06-10 12:20:00,23010.17,23012.89,23008.35,23011.56,1005
2024-06-10 12:21:00,23014.05,23017.2,23013.75,23013.44,7414
2024-06-10 12:22:00,23014.13,23015.8,23012.42,23013.14,3975
2024-06-10 12:23:00,23009.5,23010.39,23007.57,23007.77,8283
2024-06-10 12:24:00,23006.6,23009.42,23004.24,23006.58,2811
2024-06-10 12:25:00,23004.91,23005.09,23000.81,23004.18,4127
2024-06-10 12:26:00,23005.24,23007.29,23001.44,23005.04,8248
2024-06-10 12:27:00,23007.4,23009.71,23003.07,23007.3,8002
2024-06-10 12:28:00,23011.55,23015.96,23007.22,23009.73,2256
2024-06-10 12:29:00,23004.96,23006.91,23002.21,23005.14,4004
2024-06-10 12:30:00,23007.82,23010.31,23006.39,23009.33,1230
2024-06-10 12:31:00,23006.13,23008.7,23005.38,23007.48,6109
2024-06-10 12:32:00,23010.35,23014.39,23005.49,23012.34,2236
2024-06-10 12:33:00,23009.93,23010.56,23009.01,23009.91,4381
2024-06-10 12:34:00,23007.86,23010.44,23006.76,23007.61,4319
2024-06-10 12:35:00,23006.75,23010.71,23006.36,23005.72,4099
2024-06-10 12:36:00,23006.77,23007.88,23003.36,23005.61,2033
2024-06-10 12:37:00,23009.09,23010.45,23004.18,23008.58,1720
2024-06-10 12:38:00,23012.84,23014.95,23010.11,23012.79,8098
2024-06-10 12:39:00,23010.47,23012.93,23006.57,23010.99,2328
2024-06-10 12:40:00,23007.3,23009.13,23004.4,23006.93,3416
2024-06-10 12:41:00,23003.05,23006.4,23002.32,23002.23,1411
2024-06-10 12:42:00,23002.03,23002.42,22999.45,23003.67,2143
2024-06-10 12:43:00,23006.55,23008.38,23001.56,23007.21,8609
2024-06-10 12:44:00,23005.17,23006.56,23002.15,23006.0,1775
2024-06-10 12:45:00,23010.17,23013.63,23009.87,23010.21,3581
2024-06-10 12:46:00,23005.51,23007.67,23003.26,23004.03,5773
2024-06-10 12:47:00,23003.14,23004.82,22999.98,23002.25,7528
2024-06-10 12:48:00,23005.95,23006.06,23003.62,23007.28,1081
2024-06-10 12:49:00,23002.85,23003.05,22998.7,23001.22,4301
2024-06-10 12:50:00,22999.66,23003.95,22999.33,22999.52,4256
2024-06-10 12:51:00,23000.2,23002.45,22996.83,23001.53,4274
2024-06-10 12:52:00,23005.49,23009.73,23002.49,23007.1,9350
2024-06-10 12:53:00,23004.37,23005.33,23003.5,23005.8,1485
2024-06-10 12:54:00,23008.57,23010.23,23004.44,23010.29,6216
2024-06-10 12:55:00,23007.16,23012.15,23003.68,23006.62,9513
2024-06-10 12:56:00,23004.66,23008.6,23004.46,23005.44,8169
2024-06-10 12:57:00,23000.61,23003.69,22999.45,23000.05,5803
2024-06-10 12:58:00,23002.23,23002.46,23001.53,23002.37,5808
2024-06-10 12:59:00,22997.83,23001.82,22996.71,22999.65,3629
2024-06-10 13:00:00,22999.49,23003.63,22998.53,22997.68,7495
2024-06-10 13:01:00,22996.18,22999.2,22991.28,22996.05,1795
2024-06-10 13:02:00,22993.74,22995.84,22991.12,22994.46,1831
2024-06-10 13:03:00,22993.44,22994.98,22990.2,22993.08,8596
2024-06-10 13:04:00,22996.12,22997.0,22995.3,22995.41,2140
2024-06-10 13:05:00,22992.3,22995.52,22991.61,22992.36,8725
2024-06-10 13:06:00,22987.81,22988.46,22983.37,22988.63,4833
2024-06-10 13:07:00,22986.08,22988.36,22982.88,22986.73,5999
2024-06-10 13:08:00,22991.57,22996.24,22987.27,22991.29,5455
2024-06-10 13:09:00,22987.96,22990.35,22987.64,22989.29,4890
2024-06-10 13:10:00,22992.94,22996.85,22990.85,22993.27,5693
2024-06-10 13:11:00,22993.25,22993.46,22992.81,22994.41,6469
2024-06-10 13:12:00,22997.31,22997.84,22996.88,22997.83,3792
2024-06-10 13:13:00,22999.63,23000.14,22995.06,22999.53,9943
2024-06-10 13:14:00,22994.66,22995.98,22994.32,22995.67,5727
2024-06-10 13:15:00,22995.99,22996.95,22992.49,22996.44,3188
2024-06-10 13:16:00,22991.61,22996.11,22991.14,22991.16,9481
2024-06-10 13:17:00,22987.07,22987.22,22986.4,22985.37,8883
2024-06-10 13:18:00,22987.02,22987.2,22982.21,22988.97,5524
2024-06-10 13:19:00,22988.56,22989.84,22988.38,22988.87,6778
2024-06-10 13:20:00,22991.17,22991.31,22990.4,22991.37,1681
2024-06-10 13:21:00,22994.31,22996.91,22992.24,22996.2,9239
2024-06-10 13:22:00,22995.99,22998.55,22991.1,22996.82,9353
2024-06-10 13:23:00,23001.63,23003.57,22997.83,23003.33,7931
2024-06-10 13:24:00,23003.5,23004.83,22999.47,23001.74,9519
2024-06-10 13:25:00,22998.95,23002.61,22996.12,22997.78,2343
2024-06-10 13:26:00,23002.38,23003.45,22997.95,23003.18,6671
2024-06-10 13:27:00,23006.82,23010.64,23004.04,23007.24,2098
2024-06-10 13:28:00,23009.59,23011.47,23006.33,23010.66,3099
2024-06-10 13:29:00,23009.49,23013.51,23005.61,23007.68,3911
2024-06-10 13:30:00,23007.41,23007.9,23002.52,23005.96,9475
2024-06-10 13:31:00,23002.01,23002.15,23000.38,23001.33,9104
2024-06-10 13:32:00,23002.82,23002.94,23002.35,23002.64,3938
2024-06-10 13:33:00,23005.67,23008.43,23002.48,23005.35,4207
2024-06-10 13:34:00,23010.2,23010.87,23008.47,23008.95,5413
2024-06-10 13:35:00,23013.66,23014.12,23011.24,23012.57,7195
2024-06-10 13:36:00,23014.07,23017.76,23013.11,23013.79,1990
2024-06-10 13:37:00,23008.9,23012.39,23006.51,23006.95,9588
2024-06-10 13:38:00,23011.7,23012.76,23010.73,23013.49,8008
2024-06-10 13:39:00,23009.54,23013.54,23009.3,23008.4,6374
2024-06-10 13:40:00,23012.31,23016.75,23010.9,23012.62,5587
2024-06-10 13:41:00,23009.56,23012.5,23005.63,23011.18,1137
2024-06-10 13:42:00,23015.81,23017.59,23011.52,23014.45,8718
2024-06-10 13:43:00,23017.39,23017.73,23013.38,23017.36,2284
2024-06-10 13:44:00,23020.76,23022.0,23018.75,23022.43,9276
2024-06-10 13:45:00,23019.08,23022.56,23017.2,23020.59,9620
2024-06-10 13:46:00,23018.14,23022.21,23013.51,23020.02,7706
2024-06-10 13:47:00,23017.2,23019.81,23015.18,23016.24,7465
2024-06-10 13:48:00,23013.76,23014.32,23010.73,23013.16,7781
2024-06-10 13:49:00,23017.54,23018.03,23013.14,23017.84,1590
2024-06-10 13:50:00,23014.07,23015.73,23013.26,23014.55,3057
2024-06-10 13:51:00,23010.79,23014.83,23008.17,23012.05,6883
2024-06-10 13:52:00,23008.67,23011.78,23008.37,23007.57,5393
2024-06-10 13:53:00,23004.77,23007.96,23004.6,23006.7,1423
2024-06-10 13:54:00,23004.59,23007.32,23000.01,23003.45,6948
2024-06-10 13:55:00,23006.77,23009.7,23005.34,23008.49,6087
2024-06-10 13:56:00,23006.08,23006.88,23004.61,23007.96,4332
2024-06-10 13:57:00,23010.52,23010.6,23006.43,23012.38,3157
2024-06-10 13:58:00,23013.24,23013.78,23008.72,23011.38,9033
2024-06-10 13:59:00,23011.16,23011.95,23006.8,23009.72,7018
2024-06-10 14:00:00,23013.98,23014.74,23010.03,23012.37,2643
2024-06-10 14:01:00,23011.46,23012.91,23008.7,23009.67,2765
2024-06-10 14:02:00,23011.21,23015.74,23008.05,23009.59,4120
2024-06-10 14:03:00,23014.14,23017.51,23009.53,23015.69,1242
2024-06-10 14:04:00,23020.5,23023.69,23016.94,23020.53,6052
2024-06-10 14:05:00,23016.08,23019.02,23014.96,23015.39,6671
2024-06-10 14:06:00,23018.81,23021.67,23016.87,23019.37,1327
2024-06-10 14:07:00,23018.16,23019.65,23014.57,23019.82,1445
2024-06-10 14:08:00,23016.47,23021.3,23016.22,23018.39,6215
2024-06-10 14:09:00,23019.6,23020.08,23016.75,23018.28,7483
2024-06-10 14:10:00,23022.99,23023.95,23020.49,23021.89,1762
2024-06-10 14:11:00,23017.85,23021.76,23017.38,23017.09,6363
2024-06-10 14:12:00,23016.45,23020.64,23016.1,23015.5,4595
2024-06-10 14:13:00,23016.6,23019.4,23015.78,23018.52,9430
2024-06-10 14:14:00,23019.18,23019.22,23019.07,23017.79,3601
2024-06-10 14:15:00,23022.69,23024.45,23017.76,23024.24,5082
2024-06-10 14:16:00,23020.53,23023.1,23019.9,23019.08,5718
2024-06-10 14:17:00,23021.0,23024.62,23016.35,23021.87,1924
2024-06-10 14:18:00,23023.24,23025.6,23019.72,23024.7,2445
2024-06-10 14:19:00,23027.75,23028.61,23023.28,23027.3,2469
2024-06-10 14:20:00,23022.32,23023.94,23019.75,23023.7,9400
2024-06-10 14:21:00,23019.75,23019.82,23018.99,23017.8,4081
2024-06-10 14:22:00,23018.02,23021.38,23013.8,23019.71,4433
2024-06-10 14:23:00,23019.75,23023.14,23015.88,23019.5,9980
2024-06-10 14:24:00,23018.6,23021.51,23015.82,23017.97,2854
2024-06-10 14:25:00,23021.58,23026.35,23019.88,23020.1,3085
2024-06-10 14:26:00,23022.8,23026.2,23020.99,23021.85,3569
2024-06-10 14:27:00,23020.43,23024.4,23019.57,23018.53,6916
2024-06-10 14:28:00,23019.89,23020.4,23019.55,23021.36,3458
2024-06-10 14:29:00,23019.2,23019.42,23017.71,23018.8,6483
2024-06-10 14:30:00,23016.23,23016.81,23012.46,23014.95,7825
2024-06-10 14:31:00,23010.61,23014.99,23007.7,23009.3,4410
2024-06-10 14:32:00,23010.26,23013.78,23005.69,23010.93,1676
2024-06-10 14:33:00,23009.06,23010.67,23008.62,23010.07,8827
2024-06-10 14:34:00,23012.59,23016.19,23011.66,23012.8,9529
2024-06-10 14:35:00,23011.57,23016.38,23008.68,23013.24,8290
2024-06-10 14:36:00,23010.37,23013.54,23006.67,23010.25,4739
2024-06-10 14:37:00,23009.1,23012.93,23007.04,23010.15,1332
2024-06-10 14:38:00,23006.05,23009.85,23003.05,23006.72,2781
2024-06-10 14:39:00,23002.47,23003.59,23001.06,23003.5,6029
2024-06-10 14:40:00,23002.28,23005.46,22997.75,23003.8,8201
2024-06-10 14:41:00,23001.38,23002.15,22997.9,23002.4,7299
2024-06-10 14:42:00,23001.75,23004.57,22997.27,23002.97,1969
2024-06-10 14:43:00,23000.21,23003.47,22998.79,22998.53,3246
2024-06-10 14:44:00,22994.51,22997.83,22993.1,22995.71,1129
2024-06-10 14:45:00,22994.63,22999.14,22994.27,22994.6,8846
2024-06-10 14:46:00,22996.56,22996.76,22993.01,22994.83,2498
2024-06-10 14:47:00,22993.43,22996.71,22993.12,22994.3,9053
2024-06-10 14:48:00,22990.8,22991.65,22990.01,22989.8,7513
2024-06-10 14:49:00,22987.99,22992.27,22986.83,22986.44,7551
2024-06-10 14:50:00,22984.21,22987.76,22983.12,22983.12,1482
2024-06-10 14:51:00,22978.4,22979.09,22974.8,22978.37,2852
2024-06-10 14:52:00,22975.47,22976.47,22973.28,22976.97,6753
2024-06-10 14:53:00,22975.47,22975.49,22974.07,22977.29,6171
2024-06-10 14:54:00,22981.57,22985.61,22976.85,22982.39,7558
2024-06-10 14:55:00,22979.82,22984.62,22978.94,22979.85,9867
2024-06-10 14:56:00,22983.2,22983.69,22982.84,22983.94,2664
2024-06-10 14:57:00,22984.93,22987.76,22982.44,22986.73,2876
2024-06-10 14:58:00,22987.77,22991.18,22985.82,22988.6,5208
2024-06-10 14:59:00,22986.16,22987.43,22985.18,22988.15,4861
2024-06-10 15:00:00,22987.48,22992.33,22984.13,22988.58,6006
2024-06-10 15:01:00,22991.78,22992.68,22991.06,22989.81,9431
2024-06-10 15:02:00,22989.96,22992.59,22987.94,22989.55,1397
2024-06-10 15:03:00,22990.36,22991.85,22986.43,22991.64,3833
2024-06-10 15:04:00,22991.22,22995.66,22990.86,22990.37,6279
2024-06-10 15:05:00,22990.42,22993.09,22986.69,22990.47,8659
2024-06-10 15:06:00,22988.62,22990.39,22988.11,22988.6,6765
2024-06-10 15:07:00,22992.45,22995.13,22991.81,22991.0,4996
2024-06-10 15:08:00,22988.91,22989.77,22988.51,22989.51,3859
2024-06-10 15:09:00,22987.35,22989.63,22983.72,22987.71,2510
2024-06-10 15:10:00,22991.59,22992.4,22989.03,22991.49,3326
2024-06-10 15:11:00,22987.74,22991.81,22984.18,22986.86,4387
2024-06-10 15:12:00,22985.66,22990.15,22984.41,22984.13,3869
2024-06-10 15:13:00,22983.43,22986.29,22982.23,22983.77,3242
2024-06-10 15:14:00,22985.59,22986.3,22983.12,22986.6,3675
2024-06-10 15:15:00,22991.11,22993.41,22987.46,22992.01,7037
2024-06-10 15:16:00,22988.78,22991.68,22986.45,22988.92,3346
2024-06-10 15:17:00,22987.91,22990.16,22983.4,22989.85,4480
2024-06-10 15:18:00,22991.82,22995.77,22990.78,22991.1,3360
2024-06-10 15:19:00,22986.6,22989.81,22982.09,22986.91,9622
2024-06-10 15:20:00,22991.72,22994.61,22989.0,22992.9,2975
2024-06-10 15:21:00,22992.57,22996.65,22990.64,22992.95,4272
2024-06-10 15:22:00,22997.85,23002.31,22994.64,22996.05,1455
2024-06-10 15:23:00,22998.65,23000.44,22994.25,22998.43,9585
2024-06-10 15:24:00,22999.06,23003.6,22997.01,22997.41,3836
2024-06-10 15:25:00,23000.66,23001.82,22997.31,23002.24,8365
2024-06-10 15:26:00,23006.13,23007.07,23002.28,23006.9,1035
2024-06-10 15:27:00,23009.38,23011.46,23006.14,23010.92,7136
2024-06-10 15:28:00,23013.53,23014.96,23009.56,23014.33,9072
2024-06-10 15:29:00,23009.63,23014.01,23006.76,23010.64,2522
2024-06-11 09:15:00,23009.23,23012.39,23005.88,23010.89,6651
2024-06-11 09:16:00,23013.67,23015.35,23011.13,23015.19,5834
2024-06-11 09:17:00,23015.21,23016.92,23013.65,23015.84,9931
2024-06-11 09:18:00,23014.6,23017.02,23010.64,23013.42,6070
2024-06-11 09:19:00,23017.48,23018.96,23014.13,23015.72,2751
2024-06-11 09:20:00,23016.96,23020.89,23014.77,23018.56,7162
2024-06-11 09:21:00,23014.76,23016.48,23011.64,23015.28,3165
2024-06-11 09:22:00,23019.05,23021.56,23014.44,23020.04,7046
2024-06-11 09:23:00,23022.1,23025.96,23021.03,23022.75,2142
2024-06-11 09:24:00,23022.9,23026.82,23019.78,23022.95,7604
2024-06-11 09:25:00,23020.18,23023.55,23019.04,23020.92,1368
2024-06-11 09:26:00,23023.06,23025.22,23019.56,23024.05,4135
